video_id,title,description,published_at,channel_title,tags,duration,view_count,like_count,comment_count,thumbnail_url,publish_date,publish_year,publish_month,publish_day_of_week,duration_seconds,duration_minutes,days_since_published,engagement_rate,views_per_day,like_to_view_ratio,duration_category,workout_type,is_nina_video
DO31UV0J_7s,Showtime (and everything that comes before) 🎥,#lesmillslive #lesmillsliveamsterdam #adidaslesmills,2025-10-04 12:13:35,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,Workout,home workouts",PT42S,4828,110,0,https://i.ytimg.com/vi/DO31UV0J_7s/hqdefault.jpg,2025-10-04,2025,10,Saturday,42,0.7,35,2.2783761391880697,137.94285714285715,0.022783761391880698,Short (< 15 min),Other,False
cowP-rOgG4g,BODYPUMP HEAVY all the way from Auckland ➡️ Amsterdam.,#lesmillslive #lesmillsliveamsterdam #adidaslesmills,2025-10-04 09:08:48,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,Workout,home workouts",PT9S,13667,162,4,https://i.ytimg.com/vi/cowP-rOgG4g/hqdefault.jpg,2025-10-04,2025,10,Saturday,9,0.15,35,1.2146045218409307,390.48571428571427,0.011853369430013902,Short (< 15 min),BODYPUMP,False
uIePL9U2fYc,Back-to-back workouts. Back-to-back sweat. Back-to-back ENERGY. Day 2 done! 💪💦 💥,#lesmillslive #lesmillsliveamsterdam #adidaslesmills,2025-10-03 20:06:04,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,Workout,home workouts",PT32S,5926,193,1,https://i.ytimg.com/vi/uIePL9U2fYc/hqdefault.jpg,2025-10-03,2025,10,Friday,32,0.5333333333333333,35,3.273709078636517,169.31428571428572,0.0325683428957138,Short (< 15 min),Other,False
TBVqYCteg_Y,"Amsterdam, you lit up the SugarFactory with this GLOBAL GRIT CHALLENGE 💥🥵",#lesmillslive #lesmillsliveamsterdam #adidaslesmills #gritchallenge,2025-10-03 17:35:25,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,Workout,home workouts",PT20S,30260,308,4,https://i.ytimg.com/vi/TBVqYCteg_Y/hqdefault.jpg,2025-10-03,2025,10,Friday,20,0.3333333333333333,36,1.0310641110376735,840.5555555555555,0.010178453403833443,Short (< 15 min),GRIT,False
1y2RSOtpIqo,RPM tracklist goes hard 😮‍💨 #lesmillslive #lesmillsliveamsterdam #adidaslesmills,,2025-10-03 06:09:00,Les Mills,,PT6S,5839,63,2,https://i.ytimg.com/vi/1y2RSOtpIqo/hqdefault.jpg,2025-10-03,2025,10,Friday,6,0.1,36,1.1132043158075013,162.19444444444446,0.010789518753211167,Short (< 15 min),RPM,False
g9g_YtThVrE,Cycling our way through Day 1 of LES MILLS LIVE Amsterdam 🚲✨,#lesmillslive #lesmillsliveamsterdam #adidaslesmills,2025-10-02 21:31:23,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,Workout,home workouts",PT15S,7654,167,0,https://i.ytimg.com/vi/g9g_YtThVrE/hqdefault.jpg,2025-10-02,2025,10,Thursday,15,0.25,36,2.1818656911418866,212.61111111111111,0.021818656911418866,Short (< 15 min),Other,False
vXw_LW5QhN0,Having a wheely good time in Amsterdam 🤪,#lesmillslive #lesmillsliveamsterdam #adidaslesmills,2025-10-01 21:02:04,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,Workout,home workouts",PT27S,3875,76,1,https://i.ytimg.com/vi/vXw_LW5QhN0/hqdefault.jpg,2025-10-01,2025,10,Wednesday,27,0.45,37,1.9870967741935486,104.72972972972973,0.01961290322580645,Short (< 15 min),Other,False
SaGgu1QHghU,Cycling capital… but make it stationary 🚲🇳🇱👀,#lesmillslive #lesmillsliveamsterdam #adidaslesmills,2025-10-01 20:33:58,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,Workout,home workouts",PT35S,3236,52,2,https://i.ytimg.com/vi/SaGgu1QHghU/hqdefault.jpg,2025-10-01,2025,10,Wednesday,35,0.5833333333333334,37,1.6687268232385661,87.45945945945945,0.016069221260815822,Short (< 15 min),Other,False
EIwDyJGtjfc,BORN TO MOVE 33 | School Years (13-16 year olds) | Soul Pitched,"Designed to nurture a life-long love of physical activity, BORN TO MOVE™ helps children experience the joy and vitality of moving to music.
 
Each session feeds young people’s natural appetite for action, movement and play – and lets them enjoy the energy, confidence, good health and increased ability that goes with it. 

Disclaimer:
Children should not participate in BORN TO MOVE without adult supervision. Participation in these exercises carries an inherent risk of physical injury - particularly if participants have a history of health problems or any previous injuries. To the extent permitted by law, Les Mills and its affiliates disclaim any and all liability in connection with the exercises in this video and any instructions and advice provided.

Find Les Mills on social:
https://www.instagram.com/lesmills
https://www.tiktok.com/@lesmills
https://www.facebook.com/lesmills",2025-09-10 21:43:05,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,Workout,home workouts",PT3M20S,1887,30,0,https://i.ytimg.com/vi/EIwDyJGtjfc/hqdefault.jpg,2025-09-10,2025,9,Wednesday,200,3.3333333333333335,58,1.5898251192368837,32.53448275862069,0.01589825119236884,Short (< 15 min),Other,False
yOW_Qt92s7I,BORN TO MOVE 33 | School Years (13-16 year olds) | Drip,"Designed to nurture a life-long love of physical activity, BORN TO MOVE™ helps children experience the joy and vitality of moving to music.
 
Each session feeds young people’s natural appetite for action, movement and play – and lets them enjoy the energy, confidence, good health and increased ability that goes with it. 

Disclaimer:
Children should not participate in BORN TO MOVE without adult supervision. Participation in these exercises carries an inherent risk of physical injury - particularly if participants have a history of health problems or any previous injuries. To the extent permitted by law, Les Mills and its affiliates disclaim any and all liability in connection with the exercises in this video and any instructions and advice provided.

Find Les Mills on social:
https://www.instagram.com/lesmills
https://www.tiktok.com/@lesmills
https://www.facebook.com/lesmills",2025-09-10 21:39:00,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,Workout,home workouts",PT4M21S,2255,82,0,https://i.ytimg.com/vi/yOW_Qt92s7I/hqdefault.jpg,2025-09-10,2025,9,Wednesday,261,4.35,58,3.6363636363636362,38.87931034482759,0.03636363636363636,Short (< 15 min),Other,False
JpxLHJDzpW8,Behind the new LES MILLS SMARTSTEP | LES MILLS EQUIPMENT,"Find out why the LES MILLS SMARTSTEP™ outsteps the rest. Innovation redesigned with research and user insight for smarter performance, greater stability, and a better workout experience.

Explore and shop LES MILLS™ SMARTSTEP at https://shop.lesmills.com/us/smartstep

__________

Choose a workout you’ll actually enjoy with Les Mills 💚 Choose a science-backed, endorphin-raising workout from one of the happiest places on the planet: New Zealand.

Work out at a gym near you or at home with the LES MILLS+ app: https://lmod.co/onlineworkouts

Find Les Mills on social:
https://www.instagram.com/lesmills
https://www.tiktok.com/@lesmills
https://www.facebook.com/lesmills",2025-08-31 20:13:25,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,Workout,home workouts",PT3M,2813,57,2,https://i.ytimg.com/vi/JpxLHJDzpW8/hqdefault.jpg,2025-08-31,2025,8,Sunday,180,3.0,68,2.0974049057945257,41.36764705882353,0.0202630643441166,Short (< 15 min),Other,False
QacbaowfiPk,How to use the new LES MILLS SMARTSTEP | LES MILLS EQUIPMENT,"Learn how to use the new LES MILLS SMARTSTEP™ – from easy setup and height adjustment to storage and cleaning tips. Get the most from your workouts with this smart, all-in-one step.

Explore and shop LES MILLS™ SMARTSTEP at https://shop.lesmills.com/us/smartstep

___________

Choose a workout you’ll actually enjoy with Les Mills 💚 Choose a science-backed, endorphin-raising workout from one of the happiest places on the planet: New Zealand.

Work out at a gym near you or at home with the LES MILLS+ app: https://lmod.co/onlineworkouts

Find Les Mills on social:
https://www.instagram.com/lesmills
https://www.tiktok.com/@lesmills
https://www.facebook.com/lesmills",2025-08-31 20:13:44,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,Workout,home workouts",PT1M24S,4002,103,3,https://i.ytimg.com/vi/QacbaowfiPk/hqdefault.jpg,2025-08-31,2025,8,Sunday,84,1.4,68,2.6486756621689156,58.85294117647059,0.02573713143428286,Short (< 15 min),Other,False
FydttyjVxzg,Introducing the new LES MILLS SMARTSTEP | LES MILLS EQUIPMENT,"More performance. More functionality. Our new addition to the LES MILLS EQUIPMENT range is a game-changer.

Explore and shop LES MILLS™ SMARTSTEP at https://shop.lesmills.com/us/smartstep

__________

Choose a workout you’ll actually enjoy with Les Mills 💚 Choose a science-backed, endorphin-raising workout from one of the happiest places on the planet: New Zealand.

Work out at a gym near you or at home with the LES MILLS+ app: https://lmod.co/onlineworkouts

Find Les Mills on social:
https://www.instagram.com/lesmills
https://www.tiktok.com/@lesmills
https://www.facebook.com/lesmills",2025-08-31 20:12:35,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,Workout,home workouts",PT47S,10959,123,2,https://i.ytimg.com/vi/FydttyjVxzg/hqdefault.jpg,2025-08-31,2025,8,Sunday,47,0.7833333333333333,68,1.1406150196185783,161.16176470588235,0.011223651793046812,Short (< 15 min),Other,False
uGHPr1Ewdqw,LES MILLS | New LES MILLS GRIT,"Choose a workout you’ll actually enjoy with Les Mills 💚 Choose a science-backed, endorphin-raising workout from one of the happiest places on the planet: New Zealand.

Work out at a gym near you or at home with the LES MILLS+ app: https://lmod.co/onlineworkouts

Find Les Mills on social:
https://www.instagram.com/lesmills
https://www.tiktok.com/@lesmills
https://www.facebook.com/lesmills",2025-08-18 20:19:16,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,Workout,home workouts",PT16S,5735,104,0,https://i.ytimg.com/vi/uGHPr1Ewdqw/hqdefault.jpg,2025-08-18,2025,8,Monday,16,0.26666666666666666,81,1.8134263295553616,70.80246913580247,0.018134263295553617,Short (< 15 min),GRIT,False
nfPRDC0PCtE,LES MILLS | New LES MILLS DANCE,"Choose a workout you’ll actually enjoy with Les Mills 💚 Choose a science-backed, endorphin-raising workout from one of the happiest places on the planet: New Zealand.

Work out at a gym near you or at home with the LES MILLS+ app: https://lmod.co/onlineworkouts

Find Les Mills on social:
https://www.instagram.com/lesmills
https://www.tiktok.com/@lesmills
https://www.facebook.com/lesmills",2025-08-18 20:19:13,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,Workout,home workouts",PT15S,9781,92,2,https://i.ytimg.com/vi/nfPRDC0PCtE/hqdefault.jpg,2025-08-18,2025,8,Monday,15,0.25,81,0.9610469277170023,120.75308641975309,0.009405991207443001,Short (< 15 min),Other,False
69o-Y0jShEA,LES MILLS | New THE TRIP,"Choose a workout you’ll actually enjoy with Les Mills 💚 Choose a science-backed, endorphin-raising workout from one of the happiest places on the planet: New Zealand.

Work out at a gym near you or at home with the LES MILLS+ app: https://lmod.co/onlineworkouts

Find Les Mills on social:
https://www.instagram.com/lesmills
https://www.tiktok.com/@lesmills
https://www.facebook.com/lesmills",2025-08-18 20:19:25,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,Workout,home workouts",PT15S,2363,30,1,https://i.ytimg.com/vi/69o-Y0jShEA/hqdefault.jpg,2025-08-18,2025,8,Monday,15,0.25,81,1.311891663140076,29.17283950617284,0.012695725772323318,Short (< 15 min),Other,False
X3F1RRn33CU,LES MILLS | New RPM,"Choose a workout you’ll actually enjoy with Les Mills 💚 Choose a science-backed, endorphin-raising workout from one of the happiest places on the planet: New Zealand.

Work out at a gym near you or at home with the LES MILLS+ app: https://lmod.co/onlineworkouts

Find Les Mills on social:
https://www.instagram.com/lesmills
https://www.tiktok.com/@lesmills
https://www.facebook.com/lesmills",2025-08-18 20:19:32,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,Workout,home workouts",PT15S,5772,67,4,https://i.ytimg.com/vi/X3F1RRn33CU/hqdefault.jpg,2025-08-18,2025,8,Monday,15,0.25,81,1.23007623007623,71.25925925925925,0.011607761607761608,Short (< 15 min),RPM,False
UTY6TUW6nDg,LES MILLS | New LES MILLS TONE,"Choose a workout you’ll actually enjoy with Les Mills 💚 Choose a science-backed, endorphin-raising workout from one of the happiest places on the planet: New Zealand.

Work out at a gym near you or at home with the LES MILLS+ app: https://lmod.co/onlineworkouts

Find Les Mills on social:
https://www.instagram.com/lesmills
https://www.tiktok.com/@lesmills
https://www.facebook.com/lesmills",2025-08-18 20:19:22,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,Workout,home workouts",PT15S,4219,56,1,https://i.ytimg.com/vi/UTY6TUW6nDg/hqdefault.jpg,2025-08-18,2025,8,Monday,15,0.25,81,1.3510310500118512,52.08641975308642,0.013273287508888362,Short (< 15 min),TONE,False
YYl6cgnHOsM,LES MILLS | New LES MILLS SPRINT,"Choose a workout you’ll actually enjoy with Les Mills 💚 Choose a science-backed, endorphin-raising workout from one of the happiest places on the planet: New Zealand.

Work out at a gym near you or at home with the LES MILLS+ app: https://lmod.co/onlineworkouts

Find Les Mills on social:
https://www.instagram.com/lesmills
https://www.tiktok.com/@lesmills
https://www.facebook.com/lesmills",2025-08-18 20:19:29,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,Workout,home workouts",PT15S,3360,54,1,https://i.ytimg.com/vi/YYl6cgnHOsM/hqdefault.jpg,2025-08-18,2025,8,Monday,15,0.25,81,1.636904761904762,41.48148148148148,0.01607142857142857,Short (< 15 min),SPRINT,False
3a000tpbnes,LES MILLS | New LES MILLS CORE,"Choose a workout you’ll actually enjoy with Les Mills 💚 Choose a science-backed, endorphin-raising workout from one of the happiest places on the planet: New Zealand.

Work out at a gym near you or at home with the LES MILLS+ app: https://lmod.co/onlineworkouts

Find Les Mills on social:
https://www.instagram.com/lesmills
https://www.tiktok.com/@lesmills
https://www.facebook.com/lesmills",2025-08-18 20:19:06,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,Workout,home workouts",PT15S,5415,104,0,https://i.ytimg.com/vi/3a000tpbnes/hqdefault.jpg,2025-08-18,2025,8,Monday,15,0.25,81,1.920590951061865,66.85185185185185,0.01920590951061865,Short (< 15 min),Other,False
YdBdp1mtVd0,LES MILLS | New BODYPUMP,"Choose a workout you’ll actually enjoy with Les Mills 💚 Choose a science-backed, endorphin-raising workout from one of the happiest places on the planet: New Zealand.

Work out at a gym near you or at home with the LES MILLS+ app: https://lmod.co/onlineworkouts

Find Les Mills on social:
https://www.instagram.com/lesmills
https://www.tiktok.com/@lesmills
https://www.facebook.com/lesmills",2025-08-18 20:18:41,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,Workout,home workouts",PT16S,10715,130,3,https://i.ytimg.com/vi/YdBdp1mtVd0/hqdefault.jpg,2025-08-18,2025,8,Monday,16,0.26666666666666666,81,1.2412505832944472,132.28395061728395,0.012132524498366775,Short (< 15 min),BODYPUMP,False
zcaCmho1arM,LES MILLS | New BODYJAM,"Choose a workout you’ll actually enjoy with Les Mills 💚 Choose a science-backed, endorphin-raising workout from one of the happiest places on the planet: New Zealand.

Work out at a gym near you or at home with the LES MILLS+ app: https://lmod.co/onlineworkouts

Find Les Mills on social:
https://www.instagram.com/lesmills
https://www.tiktok.com/@lesmills
https://www.facebook.com/lesmills",2025-08-18 20:18:59,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,Workout,home workouts",PT15S,11002,88,3,https://i.ytimg.com/vi/zcaCmho1arM/hqdefault.jpg,2025-08-18,2025,8,Monday,15,0.25,81,0.8271223413924741,135.82716049382717,0.00799854571896019,Short (< 15 min),Other,False
9pz0y3Fr380,LES MILLS | New BODYCOMBAT,"Choose a workout you’ll actually enjoy with Les Mills 💚 Choose a science-backed, endorphin-raising workout from one of the happiest places on the planet: New Zealand.

Work out at a gym near you or at home with the LES MILLS+ app: https://lmod.co/onlineworkouts

Find Les Mills on social:
https://www.instagram.com/lesmills
https://www.tiktok.com/@lesmills
https://www.facebook.com/lesmills",2025-08-18 20:18:45,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,Workout,home workouts",PT16S,14189,176,8,https://i.ytimg.com/vi/9pz0y3Fr380/hqdefault.jpg,2025-08-18,2025,8,Monday,16,0.26666666666666666,81,1.2967791951511736,175.17283950617283,0.01240397491014166,Short (< 15 min),BODYCOMBAT,False
oMxvgD10ads,LES MILLS | New BODYBALANCE,"Choose a workout you’ll actually enjoy with Les Mills 💚 Choose a science-backed, endorphin-raising workout from one of the happiest places on the planet: New Zealand.

Work out at a gym near you or at home with the LES MILLS+ app: https://lmod.co/onlineworkouts

Find Les Mills on social:
https://www.instagram.com/lesmills
https://www.tiktok.com/@lesmills
https://www.facebook.com/lesmills",2025-08-18 20:18:49,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,Workout,home workouts",PT15S,15107,129,2,https://i.ytimg.com/vi/oMxvgD10ads/hqdefault.jpg,2025-08-18,2025,8,Monday,15,0.25,81,0.8671476798834976,186.50617283950618,0.008539087840074138,Short (< 15 min),BODYBALANCE,False
EQWoTymi6Hc,LES MILLS | New BODYSTEP,"Choose a workout you’ll actually enjoy with Les Mills 💚 Choose a science-backed, endorphin-raising workout from one of the happiest places on the planet: New Zealand.

Work out at a gym near you or at home with the LES MILLS+ app: https://lmod.co/onlineworkouts

Find Les Mills on social:
https://www.instagram.com/lesmills
https://www.tiktok.com/@lesmills
https://www.facebook.com/lesmills",2025-08-18 20:19:02,Les Mills,"Les Mills,Lesmills,Les Mills Group Fitness,Group Fitness,Health,Fitness,Workout Routines,Fitness Class,Fitness Classes,Workout,home workouts",PT15S,6478,78,0,https://i.ytimg.com/vi/EQWoTymi6Hc/hqdefault.jpg,2025-08-18,2025,8,Monday,15,0.25,81,1.2040753318925594,79.9753086419753,0.012040753318925594,Short (< 15 min),BODYSTEP,False
